observer,genotype,time_off_food_min,bends,additive,food,date,plate
JB,cest-1.2,5,3,,OP50,2/4/2022,191
JB,cest-1.2,5,3,,OP50,2/4/2022,191
JB,cest-1.2,5,2,,OP50,2/4/2022,191
JB,cest-1.2,5,4,,OP50,2/4/2022,191
JB,cest-1.2,5,2,,OP50,2/4/2022,191
JB,cest-1.2,5,3,,OP50,2/4/2022,191
JB,cest-1.2,5,5,,OP50,2/4/2022,191
JB,cest-1.2,5,2,,OP50,2/4/2022,191
JB,cest-1.2,5,4,,OP50,2/4/2022,192
JB,cest-1.2,5,5,,OP50,2/4/2022,192
JB,cest-1.2,5,5,,OP50,2/4/2022,192
JB,cest-1.2,5,3,,OP50,2/4/2022,192
JB,cest-1.2,5,5,,OP50,2/4/2022,192
JB,cest-1.2,5,3,,OP50,2/4/2022,192
JB,cest-1.2,5,3,,OP50,2/4/2022,192
JB,cest-1.2,5,3,,OP50,2/4/2022,192
JB,cest-1.2,5,3,,OP50,2/4/2022,192
JB,N2,5,5,,OP50,2/25/2022,201
JB,N2,5,4,,OP50,2/25/2022,201
JB,N2,5,4,,OP50,2/25/2022,201
JB,N2,5,4,,OP50,2/25/2022,201
JB,N2,5,9,,OP50,2/25/2022,201
JB,N2,5,3,,OP50,2/25/2022,201
JB,N2,5,2,,OP50,2/25/2022,201
JB,N2,5,3,,OP50,2/25/2022,201
JB,N2,5,4,,OP50,2/25/2022,201
JB,N2,5,3,,OP50,2/25/2022,201
JB,N2,5,5,,OP50,2/25/2022,202
JB,N2,5,5,,OP50,2/25/2022,202
JB,N2,5,3,,OP50,2/25/2022,202
JB,N2,5,8,,OP50,2/25/2022,202
JB,N2,5,5,,OP50,2/25/2022,202
JB,N2,5,7,,OP50,2/25/2022,202
JB,N2,5,4,,OP50,2/25/2022,202
JB,N2,5,5,,OP50,2/25/2022,202
JB,N2,5,3,,OP50,2/25/2022,202
JB,cest-1.2,5,4,,OP50,2/25/2022,203
JB,cest-1.2,5,3,,OP50,2/25/2022,203
JB,cest-1.2,5,3,,OP50,2/25/2022,203
JB,cest-1.2,5,3,,OP50,2/25/2022,203
JB,cest-1.2,5,4,,OP50,2/25/2022,203
JB,cest-1.2,5,3,,OP50,2/25/2022,203
JB,cest-1.2,5,5,,OP50,2/25/2022,203
JB,cest-1.2,5,3,,OP50,2/25/2022,203
JB,cest-1.2,5,3,,OP50,2/25/2022,203
JB,cest-1.2,5,3,,OP50,2/25/2022,203
JB,cest-1.2,5,4,,OP50,2/25/2022,204
JB,cest-1.2,5,5,,OP50,2/25/2022,204
JB,cest-1.2,5,2,,OP50,2/25/2022,204
JB,cest-1.2,5,2,,OP50,2/25/2022,204
JB,cest-1.2,5,3,,OP50,2/25/2022,204
JB,cest-1.2,5,3,,OP50,2/25/2022,204
JB,cest-1.2,5,3,,OP50,2/25/2022,204
JB,cest-1.2,5,1,,OP50,2/25/2022,204
JB,cest-1.2,5,2,,OP50,2/25/2022,204
JB,cest-1.2,5,5,,OP50,3/4/2022,213
JB,cest-1.2,5,5,,OP50,3/4/2022,213
JB,cest-1.2,5,3,,OP50,3/4/2022,213
JB,cest-1.2,5,4,,OP50,3/4/2022,213
JB,cest-1.2,5,4,,OP50,3/4/2022,213
JB,cest-1.2,5,2,,OP50,3/4/2022,213
JB,cest-1.2,5,2,,OP50,3/4/2022,213
JB,cest-1.2,5,5,,OP50,3/4/2022,213
JB,cest-1.2,5,3,,OP50,3/4/2022,214
JB,cest-1.2,5,2,,OP50,3/4/2022,214
JB,cest-1.2,5,3,,OP50,3/4/2022,214
JB,cest-1.2,5,3,,OP50,3/4/2022,214
JB,cest-1.2,5,2,,OP50,3/4/2022,214
JB,cest-1.2,5,5,,OP50,3/4/2022,214
JB,cest-1.2,5,6,,OP50,3/4/2022,214
JB,cest-1.2,5,2,,OP50,3/4/2022,214
JB,cest-1.2,5,3,,OP50,3/4/2022,214
JB,N2,5,5,,OP50,3/4/2022,215
JB,N2,5,3,,OP50,3/4/2022,215
JB,N2,5,5,,OP50,3/4/2022,215
JB,N2,5,2,,OP50,3/4/2022,215
JB,N2,5,3,,OP50,3/4/2022,215
JB,N2,5,5,,OP50,3/4/2022,215
JB,N2,5,5,,OP50,3/4/2022,215
JB,N2,5,4,,OP50,3/4/2022,215
JB,N2,5,3,,OP50,3/4/2022,215
JB,N2,5,2,,OP50,3/4/2022,215
JB,N2,5,3,,OP50,3/4/2022,216
JB,N2,5,3,,OP50,3/4/2022,216
JB,N2,5,2,,OP50,3/4/2022,216
JB,N2,5,4,,OP50,3/4/2022,216
JB,N2,5,6,,OP50,3/4/2022,216
JB,N2,5,3,,OP50,3/4/2022,216
JB,N2,5,5,,OP50,3/4/2022,216
JB,N2,5,4,,OP50,3/4/2022,216
JB,N2,5,4,,OP50,3/4/2022,216
JB,N2,5,3,,OP50,3/4/2022,216
JB,cest-1.2,5,4,,OP50,4/27/2022,235
JB,cest-1.2,5,4,,OP50,4/27/2022,235
JB,cest-1.2,5,3,,OP50,4/27/2022,235
JB,cest-1.2,5,3,,OP50,4/27/2022,235
JB,cest-1.2,5,5,,OP50,4/27/2022,235
JB,cest-1.2,5,5,,OP50,4/27/2022,235
JB,cest-1.2,5,3,,OP50,4/27/2022,235
JB,cest-1.2,5,4,,OP50,4/27/2022,235
JB,cest-1.2,5,4,,OP50,4/27/2022,235
JB,cest-1.2,5,4,,OP50,4/27/2022,235
JB,cest-1.2,5,5,,OP50,4/27/2022,236
JB,cest-1.2,5,4,,OP50,4/27/2022,236
JB,cest-1.2,5,3,,OP50,4/27/2022,236
JB,cest-1.2,5,2,,OP50,4/27/2022,236
JB,cest-1.2,5,4,,OP50,4/27/2022,236
JB,cest-1.2,5,3,,OP50,4/27/2022,236
JB,cest-1.2,5,3,,OP50,4/27/2022,236
JB,cest-1.2,5,2,,OP50,4/27/2022,236
JB,cest-1.2,5,4,,OP50,4/27/2022,236
JB,cest-1.2,5,5,,OP50,4/27/2022,236
JB,N2,5,4,,OP50,4/27/2022,237
JB,N2,5,4,,OP50,4/27/2022,237
JB,N2,5,4,,OP50,4/27/2022,237
JB,N2,5,4,,OP50,4/27/2022,237
JB,N2,5,5,,OP50,4/27/2022,237
JB,N2,5,3,,OP50,4/27/2022,237
JB,N2,5,4,,OP50,4/27/2022,237
JB,N2,5,5,,OP50,4/27/2022,237
JB,N2,5,2,,OP50,4/27/2022,237
JB,N2,5,5,,OP50,4/27/2022,237
JB,N2,5,3,,OP50,4/27/2022,238
JB,N2,5,5,,OP50,4/27/2022,238
JB,N2,5,5,,OP50,4/27/2022,238
JB,N2,5,6,,OP50,4/27/2022,238
JB,N2,5,4,,OP50,4/27/2022,238
JB,N2,5,5,,OP50,4/27/2022,238
JB,N2,5,5,,OP50,4/27/2022,238
JB,N2,5,5,,OP50,4/27/2022,238
JB,N2,5,4,,OP50,4/27/2022,238
JB,N2,5,5,,OP50,4/27/2022,238
JB,cest-1.2,30,7,,OP50,4/27/2022,239
JB,cest-1.2,30,3,,OP50,4/27/2022,239
JB,cest-1.2,30,3,,OP50,4/27/2022,239
JB,cest-1.2,30,3,,OP50,4/27/2022,239
JB,cest-1.2,30,2,,OP50,4/27/2022,239
JB,cest-1.2,30,6,,OP50,4/27/2022,239
JB,cest-1.2,30,3,,OP50,4/27/2022,239
JB,cest-1.2,30,1,,OP50,4/27/2022,240
JB,cest-1.2,30,2,,OP50,4/27/2022,240
JB,cest-1.2,30,4,,OP50,4/27/2022,240
JB,cest-1.2,30,2,,OP50,4/27/2022,240
JB,cest-1.2,30,2,,OP50,4/27/2022,240
JB,cest-1.2,30,3,,OP50,4/27/2022,240
JB,cest-1.2,30,4,,OP50,4/27/2022,240
JB,cest-1.2,30,2,,OP50,4/27/2022,240
JB,cest-1.2,30,2,,OP50,4/27/2022,240
JB,N2,30,3,,OP50,4/27/2022,241
JB,N2,30,4,,OP50,4/27/2022,241
JB,N2,30,4,,OP50,4/27/2022,241
JB,N2,30,6,,OP50,4/27/2022,241
JB,N2,30,5,,OP50,4/27/2022,241
JB,N2,30,7,,OP50,4/27/2022,241
JB,N2,30,8,,OP50,4/27/2022,241
JB,N2,30,5,,OP50,4/27/2022,242
JB,N2,30,4,,OP50,4/27/2022,242
JB,N2,30,3,,OP50,4/27/2022,242
JB,N2,30,5,,OP50,4/27/2022,242
JB,N2,30,3,,OP50,4/27/2022,242
JB,N2,30,5,,OP50,4/27/2022,242
JB,N2,30,7,,OP50,4/27/2022,242
JB,N2,30,5,,OP50,4/27/2022,242
JB,N2,30,3,,OP50,4/27/2022,242
JB,cest-1.2,0,5,,OP50,5/9/2022,247
JB,cest-1.2,0,3,,OP50,5/9/2022,247
JB,cest-1.2,0,6,,OP50,5/9/2022,247
JB,cest-1.2,0,7,,OP50,5/9/2022,247
JB,cest-1.2,0,5,,OP50,5/9/2022,247
JB,cest-1.2,0,2,,OP50,5/9/2022,247
JB,cest-1.2,0,5,,OP50,5/9/2022,247
JB,cest-1.2,0,4,,OP50,5/9/2022,247
JB,cest-1.2,0,4,,OP50,5/9/2022,247
JB,cest-1.2,0,2,,OP50,5/9/2022,247
JB,cest-1.2,0,3,,OP50,5/9/2022,247
JB,cest-1.2,0,2,,OP50,5/9/2022,247
JB,cest-1.2,0,3,,OP50,5/9/2022,247
JB,cest-1.2,0,2,,OP50,5/9/2022,247
JB,cest-1.2,0,5,,OP50,5/9/2022,247
JB,cest-1.2,0,1,,OP50,5/9/2022,247
JB,cest-1.2,0,2,,OP50,5/9/2022,247
JB,cest-1.2,0,5,,OP50,5/9/2022,247
JB,cest-1.2,0,2,,OP50,5/9/2022,247
JB,cest-1.2,0,1,,OP50,5/9/2022,247
JB,N2,0,5,,OP50,5/9/2022,249
JB,N2,0,6,,OP50,5/9/2022,249
JB,N2,0,5,,OP50,5/9/2022,249
JB,N2,0,5,,OP50,5/9/2022,249
JB,N2,0,3,,OP50,5/9/2022,249
JB,N2,0,4,,OP50,5/9/2022,249
JB,N2,0,4,,OP50,5/9/2022,249
JB,N2,0,5,,OP50,5/9/2022,249
JB,N2,0,1,,OP50,5/9/2022,249
JB,N2,0,1,,OP50,5/9/2022,249
JB,N2,0,2,,OP50,5/9/2022,249
JB,N2,0,3,,OP50,5/9/2022,249
JB,N2,0,3,,OP50,5/9/2022,249
JB,N2,0,2,,OP50,5/9/2022,249
JB,N2,0,1,,OP50,5/9/2022,249
JB,N2,0,3,,OP50,5/9/2022,249
JB,N2,0,2,,OP50,5/9/2022,249
JB,N2,0,3,,OP50,5/9/2022,249
JB,N2,0,3,,OP50,5/9/2022,249
JB,N2,0,6,,OP50,5/9/2022,249
JB,cest-1.2,5,3,,OP50,5/9/2022,250
JB,cest-1.2,5,2,,OP50,5/9/2022,250
JB,cest-1.2,5,3,,OP50,5/9/2022,250
JB,cest-1.2,5,2,,OP50,5/9/2022,250
JB,cest-1.2,5,1,,OP50,5/9/2022,250
JB,cest-1.2,5,4,,OP50,5/9/2022,250
JB,cest-1.2,5,2,,OP50,5/9/2022,250
JB,cest-1.2,5,2,,OP50,5/9/2022,250
JB,cest-1.2,5,4,,OP50,5/9/2022,250
JB,cest-1.2,5,4,,OP50,5/9/2022,250
JB,cest-1.2,5,2,,OP50,5/9/2022,251
JB,cest-1.2,5,4,,OP50,5/9/2022,251
JB,cest-1.2,5,2,,OP50,5/9/2022,251
JB,cest-1.2,5,2,,OP50,5/9/2022,251
JB,cest-1.2,5,3,,OP50,5/9/2022,251
JB,cest-1.2,5,2,,OP50,5/9/2022,251
JB,cest-1.2,5,2,,OP50,5/9/2022,251
JB,cest-1.2,5,1,,OP50,5/9/2022,251
JB,cest-1.2,5,4,,OP50,5/9/2022,251
JB,cest-1.2,5,1,,OP50,5/9/2022,251
JB,N2,5,3,,OP50,5/9/2022,254
JB,N2,5,3,,OP50,5/9/2022,254
JB,N2,5,3,,OP50,5/9/2022,254
JB,N2,5,3,,OP50,5/9/2022,254
JB,N2,5,3,,OP50,5/9/2022,254
JB,N2,5,3,,OP50,5/9/2022,254
JB,N2,5,4,,OP50,5/9/2022,254
JB,N2,5,3,,OP50,5/9/2022,254
JB,N2,5,4,,OP50,5/9/2022,254
JB,N2,5,3,,OP50,5/9/2022,254
JB,N2,5,2,,OP50,5/9/2022,255
JB,N2,5,3,,OP50,5/9/2022,255
JB,N2,5,1,,OP50,5/9/2022,255
JB,N2,5,4,,OP50,5/9/2022,255
JB,N2,5,4,,OP50,5/9/2022,255
JB,N2,5,4,,OP50,5/9/2022,255
JB,N2,5,3,,OP50,5/9/2022,255
JB,N2,5,2,,OP50,5/9/2022,255
JB,N2,5,2,,OP50,5/9/2022,255
JB,N2,5,3,,OP50,5/9/2022,255
JB,cest-1.2,30,3,,OP50,5/9/2022,256
JB,cest-1.2,30,2,,OP50,5/9/2022,256
JB,cest-1.2,30,3,,OP50,5/9/2022,256
JB,cest-1.2,30,3,,OP50,5/9/2022,256
JB,cest-1.2,30,1,,OP50,5/9/2022,256
JB,cest-1.2,30,3,,OP50,5/9/2022,256
JB,cest-1.2,30,1,,OP50,5/9/2022,256
JB,cest-1.2,30,2,,OP50,5/9/2022,256
JB,cest-1.2,30,2,,OP50,5/9/2022,256
JB,cest-1.2,30,2,,OP50,5/9/2022,256
JB,cest-1.2,30,2,,OP50,5/9/2022,257
JB,cest-1.2,30,2,,OP50,5/9/2022,257
JB,cest-1.2,30,2,,OP50,5/9/2022,257
JB,cest-1.2,30,1,,OP50,5/9/2022,257
JB,cest-1.2,30,2,,OP50,5/9/2022,257
JB,cest-1.2,30,2,,OP50,5/9/2022,257
JB,cest-1.2,30,2,,OP50,5/9/2022,257
JB,cest-1.2,30,3,,OP50,5/9/2022,257
JB,cest-1.2,30,5,,OP50,5/9/2022,257
JB,cest-1.2,30,1,,OP50,5/9/2022,257
JB,N2,30,3,,OP50,5/9/2022,260
JB,N2,30,2,,OP50,5/9/2022,260
JB,N2,30,3,,OP50,5/9/2022,260
JB,N2,30,1,,OP50,5/9/2022,260
JB,N2,30,3,,OP50,5/9/2022,260
JB,N2,30,2,,OP50,5/9/2022,260
JB,N2,30,6,,OP50,5/9/2022,260
JB,N2,30,4,,OP50,5/9/2022,260
JB,N2,30,3,,OP50,5/9/2022,260
JB,N2,30,4,,OP50,5/9/2022,261
JB,N2,30,2,,OP50,5/9/2022,261
JB,N2,30,2,,OP50,5/9/2022,261
JB,N2,30,1,,OP50,5/9/2022,261
JB,N2,30,2,,OP50,5/9/2022,261
JB,N2,30,1,,OP50,5/9/2022,261
JB,N2,30,1,,OP50,5/9/2022,261
JB,N2,30,3,,OP50,5/9/2022,261
JB,N2,0,3,,OP50,6/10/2022,266
JB,N2,0,5,,OP50,6/10/2022,266
JB,N2,0,6,,OP50,6/10/2022,266
JB,N2,0,3,,OP50,6/10/2022,266
JB,N2,0,2,,OP50,6/10/2022,266
JB,N2,0,1,,OP50,6/10/2022,266
JB,N2,0,2,,OP50,6/10/2022,266
JB,N2,0,2,,OP50,6/10/2022,266
JB,N2,0,3,,OP50,6/10/2022,266
JB,N2,0,5,,OP50,6/10/2022,266
JB,N2,0,4,,OP50,6/10/2022,267
JB,N2,0,3,,OP50,6/10/2022,267
JB,N2,0,4,,OP50,6/10/2022,267
JB,N2,0,2,,OP50,6/10/2022,267
JB,N2,0,2,,OP50,6/10/2022,267
JB,N2,0,2,,OP50,6/10/2022,267
JB,N2,0,4,,OP50,6/10/2022,267
JB,N2,0,2,,OP50,6/10/2022,267
JB,N2,0,3,,OP50,6/10/2022,267
JB,N2,0,1,,OP50,6/10/2022,267
JB,cest-1.2,0,2,,OP50,6/10/2022,268
JB,cest-1.2,0,3,,OP50,6/10/2022,268
JB,cest-1.2,0,3,,OP50,6/10/2022,268
JB,cest-1.2,0,1,,OP50,6/10/2022,268
JB,cest-1.2,0,1,,OP50,6/10/2022,268
JB,cest-1.2,0,3,,OP50,6/10/2022,268
JB,cest-1.2,0,3,,OP50,6/10/2022,268
JB,cest-1.2,0,1,,OP50,6/10/2022,268
JB,cest-1.2,0,2,,OP50,6/10/2022,268
JB,cest-1.2,0,2,,OP50,6/10/2022,268
JB,cest-1.2,0,2,,OP50,6/10/2022,269
JB,cest-1.2,0,2,,OP50,6/10/2022,269
JB,cest-1.2,0,2,,OP50,6/10/2022,269
JB,cest-1.2,0,3,,OP50,6/10/2022,269
JB,cest-1.2,0,3,,OP50,6/10/2022,269
JB,cest-1.2,0,3,,OP50,6/10/2022,269
JB,cest-1.2,0,2,,OP50,6/10/2022,269
JB,cest-1.2,0,1,,OP50,6/10/2022,269
JB,cest-1.2,0,2,,OP50,6/10/2022,269
JB,cest-1.2,0,2,,OP50,6/10/2022,269
JB,N2,5,2,,OP50,6/10/2022,266
JB,N2,5,4,,OP50,6/10/2022,266
JB,N2,5,3,,OP50,6/10/2022,266
JB,N2,5,2,,OP50,6/10/2022,266
JB,N2,5,4,,OP50,6/10/2022,266
JB,N2,5,3,,OP50,6/10/2022,266
JB,N2,5,1,,OP50,6/10/2022,266
JB,N2,5,1,,OP50,6/10/2022,266
JB,N2,5,4,,OP50,6/10/2022,266
JB,N2,5,3,,OP50,6/10/2022,266
JB,N2,5,3,,OP50,6/10/2022,266
JB,N2,5,2,,OP50,6/10/2022,267
JB,N2,5,4,,OP50,6/10/2022,267
JB,N2,5,8,,OP50,6/10/2022,267
JB,N2,5,3,,OP50,6/10/2022,267
JB,N2,5,2,,OP50,6/10/2022,267
JB,N2,5,3,,OP50,6/10/2022,267
JB,N2,5,3,,OP50,6/10/2022,267
JB,N2,5,4,,OP50,6/10/2022,267
JB,N2,5,2,,OP50,6/10/2022,267
JB,cest-1.2,5,3,,OP50,6/10/2022,268
JB,cest-1.2,5,2,,OP50,6/10/2022,268
JB,cest-1.2,5,3,,OP50,6/10/2022,268
JB,cest-1.2,5,1,,OP50,6/10/2022,268
JB,cest-1.2,5,2,,OP50,6/10/2022,268
JB,cest-1.2,5,3,,OP50,6/10/2022,268
JB,cest-1.2,5,4,,OP50,6/10/2022,268
JB,cest-1.2,5,4,,OP50,6/10/2022,268
JB,cest-1.2,5,2,,OP50,6/10/2022,268
JB,cest-1.2,5,8,,OP50,6/10/2022,268
JB,cest-1.2,5,1,,OP50,6/10/2022,269
JB,cest-1.2,5,4,,OP50,6/10/2022,269
JB,cest-1.2,5,3,,OP50,6/10/2022,269
JB,cest-1.2,5,3,,OP50,6/10/2022,269
JB,cest-1.2,5,2,,OP50,6/10/2022,269
JB,cest-1.2,5,4,,OP50,6/10/2022,269
JB,cest-1.2,5,4,,OP50,6/10/2022,269
JB,cest-1.2,5,1,,OP50,6/10/2022,269
JB,cest-1.2,5,4,,OP50,6/10/2022,269
JB,cest-1.2,5,2,,OP50,6/10/2022,269
JB,N2,30,3,,OP50,6/10/2022,266
JB,N2,30,4,,OP50,6/10/2022,266
JB,N2,30,3,,OP50,6/10/2022,266
JB,N2,30,3,,OP50,6/10/2022,266
JB,N2,30,1,,OP50,6/10/2022,266
JB,N2,30,2,,OP50,6/10/2022,266
JB,N2,30,2,,OP50,6/10/2022,266
JB,N2,30,3,,OP50,6/10/2022,267
JB,N2,30,2,,OP50,6/10/2022,267
JB,N2,30,2,,OP50,6/10/2022,267
JB,N2,30,4,,OP50,6/10/2022,267
JB,N2,30,8,,OP50,6/10/2022,267
JB,N2,30,2,,OP50,6/10/2022,267
JB,N2,30,3,,OP50,6/10/2022,267
JB,cest-1.2,30,6,,OP50,6/10/2022,268
JB,cest-1.2,30,2,,OP50,6/10/2022,268
JB,cest-1.2,30,3,,OP50,6/10/2022,268
JB,cest-1.2,30,2,,OP50,6/10/2022,268
JB,cest-1.2,30,4,,OP50,6/10/2022,268
JB,cest-1.2,30,2,,OP50,6/10/2022,268
JB,cest-1.2,30,1,,OP50,6/10/2022,268
JB,cest-1.2,30,1,,OP50,6/10/2022,268
JB,cest-1.2,30,2,,OP50,6/10/2022,268
JB,cest-1.2,30,2,,OP50,6/10/2022,268
JB,cest-1.2,30,3,,OP50,6/10/2022,269
JB,cest-1.2,30,2,,OP50,6/10/2022,269
JB,cest-1.2,30,2,,OP50,6/10/2022,269
JB,cest-1.2,30,2,,OP50,6/10/2022,269
JB,cest-1.2,30,2,,OP50,6/10/2022,269
JB,cest-1.2,30,1,,OP50,6/10/2022,269
JB,cest-1.2,30,2,,OP50,6/10/2022,269
JB,N2,0,2,,OP50,6/15/2022,272
JB,N2,0,3,,OP50,6/15/2022,272
JB,N2,0,2,,OP50,6/15/2022,272
JB,N2,0,3,,OP50,6/15/2022,272
JB,N2,0,4,,OP50,6/15/2022,272
JB,N2,0,4,,OP50,6/15/2022,272
JB,N2,0,4,,OP50,6/15/2022,272
JB,N2,0,2,,OP50,6/15/2022,272
JB,N2,0,3,,OP50,6/15/2022,272
JB,N2,0,2,,OP50,6/15/2022,272
JB,N2,0,3,,OP50,6/15/2022,273
JB,N2,0,4,,OP50,6/15/2022,273
JB,N2,0,2,,OP50,6/15/2022,273
JB,N2,0,3,,OP50,6/15/2022,273
JB,N2,0,4,,OP50,6/15/2022,273
JB,N2,0,4,,OP50,6/15/2022,273
JB,N2,0,1,,OP50,6/15/2022,273
JB,N2,0,2,,OP50,6/15/2022,273
JB,N2,0,2,,OP50,6/15/2022,273
JB,N2,0,3,,OP50,6/15/2022,273
JB,cest-1.2,0,1,,OP50,6/15/2022,274
JB,cest-1.2,0,3,,OP50,6/15/2022,274
JB,cest-1.2,0,2,,OP50,6/15/2022,274
JB,cest-1.2,0,3,,OP50,6/15/2022,274
JB,cest-1.2,0,1,,OP50,6/15/2022,274
JB,cest-1.2,0,2,,OP50,6/15/2022,274
JB,cest-1.2,0,2,,OP50,6/15/2022,274
JB,cest-1.2,0,3,,OP50,6/15/2022,274
JB,cest-1.2,0,3,,OP50,6/15/2022,274
JB,cest-1.2,0,3,,OP50,6/15/2022,274
JB,cest-1.2,0,2,,OP50,6/15/2022,275
JB,cest-1.2,0,2,,OP50,6/15/2022,275
JB,cest-1.2,0,2,,OP50,6/15/2022,275
JB,cest-1.2,0,3,,OP50,6/15/2022,275
JB,cest-1.2,0,2,,OP50,6/15/2022,275
JB,cest-1.2,0,5,,OP50,6/15/2022,275
JB,cest-1.2,0,3,,OP50,6/15/2022,275
JB,cest-1.2,0,1,,OP50,6/15/2022,275
JB,cest-1.2,0,4,,OP50,6/15/2022,275
JB,cest-1.2,0,2,,OP50,6/15/2022,275
JB,N2,5,4,,OP50,6/15/2022,272
JB,N2,5,3,,OP50,6/15/2022,272
JB,N2,5,3,,OP50,6/15/2022,272
JB,N2,5,4,,OP50,6/15/2022,272
JB,N2,5,3,,OP50,6/15/2022,272
JB,N2,5,4,,OP50,6/15/2022,272
JB,N2,5,5,,OP50,6/15/2022,272
JB,N2,5,2,,OP50,6/15/2022,272
JB,N2,5,3,,OP50,6/15/2022,272
JB,N2,5,5,,OP50,6/15/2022,272
JB,N2,5,2,,OP50,6/15/2022,273
JB,N2,5,3,,OP50,6/15/2022,273
JB,N2,5,3,,OP50,6/15/2022,273
JB,N2,5,2,,OP50,6/15/2022,273
JB,N2,5,4,,OP50,6/15/2022,273
JB,N2,5,4,,OP50,6/15/2022,273
JB,N2,5,1,,OP50,6/15/2022,273
JB,N2,5,2,,OP50,6/15/2022,273
JB,N2,5,2,,OP50,6/15/2022,273
JB,N2,5,5,,OP50,6/15/2022,273
JB,cest-1.2,5,2,,OP50,6/15/2022,274
JB,cest-1.2,5,2,,OP50,6/15/2022,274
JB,cest-1.2,5,3,,OP50,6/15/2022,274
JB,cest-1.2,5,1,,OP50,6/15/2022,274
JB,cest-1.2,5,5,,OP50,6/15/2022,274
JB,cest-1.2,5,2,,OP50,6/15/2022,274
JB,cest-1.2,5,2,,OP50,6/15/2022,274
JB,cest-1.2,5,2,,OP50,6/15/2022,274
JB,cest-1.2,5,1,,OP50,6/15/2022,274
JB,cest-1.2,5,2,,OP50,6/15/2022,274
JB,cest-1.2,5,1,,OP50,6/15/2022,275
JB,cest-1.2,5,1,,OP50,6/15/2022,275
JB,cest-1.2,5,1,,OP50,6/15/2022,275
JB,cest-1.2,5,2,,OP50,6/15/2022,275
JB,cest-1.2,5,3,,OP50,6/15/2022,275
JB,cest-1.2,5,3,,OP50,6/15/2022,275
JB,cest-1.2,5,3,,OP50,6/15/2022,275
JB,cest-1.2,5,2,,OP50,6/15/2022,275
JB,cest-1.2,5,2,,OP50,6/15/2022,275
JB,cest-1.2,5,3,,OP50,6/15/2022,275
JB,N2,30,4,,OP50,6/15/2022,272
JB,N2,30,2,,OP50,6/15/2022,272
JB,N2,30,2,,OP50,6/15/2022,272
JB,N2,30,4,,OP50,6/15/2022,272
JB,N2,30,3,,OP50,6/15/2022,272
JB,N2,30,2,,OP50,6/15/2022,272
JB,N2,30,2,,OP50,6/15/2022,272
JB,N2,30,2,,OP50,6/15/2022,272
JB,N2,30,3,,OP50,6/15/2022,272
JB,N2,30,2,,OP50,6/15/2022,272
JB,N2,30,3,,OP50,6/15/2022,273
JB,N2,30,5,,OP50,6/15/2022,273
JB,N2,30,10,,OP50,6/15/2022,273
JB,N2,30,2,,OP50,6/15/2022,273
JB,N2,30,1,,OP50,6/15/2022,273
JB,N2,30,5,,OP50,6/15/2022,273
JB,N2,30,3,,OP50,6/15/2022,273
JB,N2,30,4,,OP50,6/15/2022,273
JB,N2,30,4,,OP50,6/15/2022,273
JB,N2,30,3,,OP50,6/15/2022,273
JB,cest-1.2,30,2,,OP50,6/15/2022,274
JB,cest-1.2,30,2,,OP50,6/15/2022,274
JB,cest-1.2,30,2,,OP50,6/15/2022,274
JB,cest-1.2,30,3,,OP50,6/15/2022,274
JB,cest-1.2,30,1,,OP50,6/15/2022,274
JB,cest-1.2,30,4,,OP50,6/15/2022,274
JB,cest-1.2,30,3,,OP50,6/15/2022,274
JB,cest-1.2,30,3,,OP50,6/15/2022,274
JB,cest-1.2,30,2,,OP50,6/15/2022,274
JB,cest-1.2,30,1,,OP50,6/15/2022,274
JB,cest-1.2,30,1,,OP50,6/15/2022,275
JB,cest-1.2,30,3,,OP50,6/15/2022,275
JB,cest-1.2,30,3,,OP50,6/15/2022,275
JB,cest-1.2,30,3,,OP50,6/15/2022,275
JB,cest-1.2,30,2,,OP50,6/15/2022,275
JB,cest-1.2,30,3,,OP50,6/15/2022,275
JB,cest-1.2,30,1,,OP50,6/15/2022,275
JB,cest-1.2,30,4,,OP50,6/15/2022,275
JB,cest-1.2,5,2,,OP50,11/7/2022,293
JB,cest-1.2,5,2,,OP50,11/7/2022,293
JB,cest-1.2,5,4,,OP50,11/7/2022,293
JB,cest-1.2,5,3,,OP50,11/7/2022,293
JB,cest-1.2,5,2,,OP50,11/7/2022,293
JB,cest-1.2,5,1,,OP50,11/7/2022,293
JB,cest-1.2,5,3,,OP50,11/7/2022,293
JB,cest-1.2,5,4,,OP50,11/7/2022,293
JB,cest-1.2,5,2,,OP50,11/7/2022,293
JB,cest-1.2,5,3,,OP50,11/7/2022,293
JB,cest-1.2,5,2,,OP50,11/7/2022,294
JB,cest-1.2,5,4,,OP50,11/7/2022,294
JB,cest-1.2,5,2,,OP50,11/7/2022,294
JB,cest-1.2,5,2,,OP50,11/7/2022,294
JB,cest-1.2,5,3,,OP50,11/7/2022,294
JB,cest-1.2,5,2,,OP50,11/7/2022,294
JB,cest-1.2,5,1,,OP50,11/7/2022,294
JB,cest-1.2,5,2,,OP50,11/7/2022,294
JB,cest-1.2,5,1,,OP50,11/7/2022,294
JB,cest-1.2,5,2,,OP50,11/7/2022,294
JB,glo-1,5,4,,OP50,11/7/2022,295
JB,glo-1,5,2,,OP50,11/7/2022,295
JB,glo-1,5,2,,OP50,11/7/2022,295
JB,glo-1,5,2,,OP50,11/7/2022,295
